Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand,Model,Car_Age,Luxury_Brand,Kilometers_Per_Year,Power_Per_CC
Naivasha,2014,47303,Petrol,Automatic,First,19.34,1198.0,76.0,5.0,771080.0,Nissan,Micra Xv Cvt,12,0,3941.9166666666665,0.06343906510851419
Nairobi,2008,71000,Petrol,Automatic,First,8.3,4134.0,250.0,7.0,1774520.0,Audi,Q7 4.2 Fsi Quattro,18,1,3944.4444444444443,0.06047411707789066
Eldoret,2010,135000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,458800.0,Maruti,Swift Vdi Bsiii,16,0,8437.5,0.06009615384615385
Nyeri,2017,1000,Diesel,Manual,First,13.49,2179.0,138.03,5.0,1110000.0,Tata,Xenon Xt Ex 4X2,9,0,111.11111111111111,0.06334557136301056
Kisumu,2016,29000,Diesel,Manual,First,20.14,1498.0,88.8,5.0,592000.0,Volkswagen,Polo 1.5 Tdi Comfortline,10,0,2900.0,0.05927903871829105
Mombasa,2016,36367,Petrol,Manual,First,17.8,1497.0,117.3,5.0,1144040.0,Honda,City I Vtec Sv,10,0,3636.7,0.0783567134268537
Nakuru,2015,38000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,1154400.0,Honda,City I Vtec V,11,0,3454.5454545454545,0.0783567134268537
Kisumu,2011,83969,Petrol,Manual,First,16.1,796.0,37.0,4.0,192400.0,Maruti,800 Ac Bsiii,15,0,5597.933333333333,0.04648241206030151
Nyeri,2014,82621,Diesel,Manual,First,20.14,1498.0,88.8,5.0,654160.0,Volkswagen,Polo 1.5 Tdi Trendline,12,0,6885.083333333333,0.05927903871829105
Eldoret,2009,89000,Diesel,Automatic,First,12.5,1991.0,147.9,7.0,592000.0,Chevrolet,Captiva Ltz Vcdi,17,0,5235.294117647059,0.07428427925665496
Kisumu,2016,54000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,1924000.0,Mahindra,Xuv500 W10 2Wd,10,0,5400.0,0.06424965580541533
Mombasa,2015,61691,Diesel,Manual,First,25.8,1498.0,98.6,5.0,796240.0,Honda,Amaze Vx I-Dtec,11,0,5608.272727272727,0.06582109479305741
Mombasa,2011,32200,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,481000.0,Hyundai,I20 1.2 Sportz Option,15,0,2146.6666666666665,0.06683375104427736
Nyeri,2016,68630,Petrol,Automatic,First,20.51,998.0,67.0,5.0,572760.0,Maruti,Wagon R Amt Vxi,10,0,6863.0,0.06713426853707415
Nairobi,2014,61000,Diesel,Automatic,Second,16.96,1968.0,138.03,5.0,1221000.0,Volkswagen,Jetta 2013-2015 2.0L Tdi Highline At,12,0,5083.333333333333,0.07013719512195123
Nairobi,2018,32644,Petrol,Manual,First,20.73,1373.0,91.1,5.0,1373439.9999999998,Maruti,Ciaz 1.4 Zeta,8,0,4080.5,0.0663510560815732
Nairobi,2012,85000,Diesel,Automatic,First,11.79,2179.0,120.0,7.0,925000.0,Mahindra,Scorpio 2009-2014 Vlx 4Wd At 7S Bsiv,14,0,6071.428571428572,0.05507113354749885
Nairobi,2008,75000,Petrol,Manual,Second,15.26,1150.0,74.9,5.0,170199.99999999997,Chevrolet,Aveo U-Va 1.2 Ls,18,0,4166.666666666667,0.0651304347826087
Mombasa,2016,40347,Petrol,Manual,First,20.73,1373.0,91.2,5.0,1154400.0,Maruti,Ciaz Zxi Option,10,0,4034.7,0.06642388929351785
Kisumu,2012,60788,Diesel,Manual,First,23.0,1396.0,90.0,5.0,666000.0,Hyundai,I20 1.4 Crdi Asta,14,0,4342.0,0.06446991404011461
Mombasa,2018,18664,Petrol,Manual,First,18.7,1199.0,88.7,5.0,1118880.0,Honda,Jazz 1.2 Sv I Vtec,8,0,2333.0,0.07397831526271893
Naivasha,2017,57847,Diesel,Manual,First,16.0,2179.0,140.0,7.0,2379839.9999999995,Mahindra,Xuv500 W10 2Wd,9,0,6427.444444444444,0.06424965580541533
Nakuru,2012,52237,Petrol,Manual,First,17.0,1197.0,80.0,5.0,666000.0,Hyundai,I20 1.2 Sportz,14,0,3731.214285714286,0.06683375104427736
Mombasa,2012,128000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,740000.0,Hyundai,Verna 1.6 Sx,14,0,9142.857142857143,0.07984829329962073
Nairobi,2011,54000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,325600.00000000006,Hyundai,I10 Era 1.1,15,0,3600.0,0.06266114180478821
Nakuru,2014,49800,Petrol,Automatic,First,23.1,998.0,67.04,5.0,592000.0,Maruti,Celerio Vxi At,12,0,4150.0,0.06717434869739479
Kisumu,2012,98000,Diesel,Manual,First,20.86,1199.0,73.9,5.0,371479.99999999994,Skoda,Fabia 1.2 Tdi Ambition,14,0,7000.0,0.06163469557964971
Nairobi,2015,60095,Diesel,Manual,First,25.2,1248.0,74.0,5.0,703000.0,Maruti,Swift Vdi Bsiv,11,0,5463.181818181818,0.05929487179487179
Eldoret,2008,68000,Petrol,Manual,Second,16.0,1086.0,66.7,5.0,296000.0,Hyundai,I10 Magna(O) With Sun Roof,18,0,3777.777777777778,0.061418047882136284
Nyeri,2010,81402,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,310800.0,Hyundai,I10 Magna 1.2,16,0,5087.625,0.06591478696741855
Nairobi,2013,38000,Petrol,Automatic,First,16.5,1499.0,110.0,5.0,925000.0,Ford,Ecosport 1.5 Ti Vct At Titanium,13,0,2923.076923076923,0.0733822548365577
Mombasa,2011,92239,Diesel,Automatic,Second,11.5,2987.0,210.0,5.0,1568800.0,Mercedes-Benz,E-Class 2009-2013 E350 Cdi Avantgarde,15,1,6149.266666666666,0.07030465349849348
Thika,2017,49224,Diesel,Manual,First,25.2,1248.0,74.0,5.0,888000.0,Maruti,Swift Vdi Bsiv,9,0,5469.333333333333,0.05929487179487179
Nyeri,2004,12000,Petrol,Manual,Second,16.1,796.0,37.0,4.0,66600.0,Maruti,800 Std Bsiii,22,0,545.4545454545455,0.04648241206030151
Eldoret,2010,54898,Petrol,Manual,Third,16.1,1298.0,88.2,5.0,370000.0,Maruti,Swift Lxi Bsiii,16,0,3431.125,0.0679506933744222
Nairobi,2018,2500,Petrol,Manual,First,15.29,1591.0,121.3,5.0,1887000.0,Hyundai,Creta 1.6 Sx Plus Dual Tone Petrol,8,0,312.5,0.07624135763670647
Mombasa,2017,32838,Diesel,Automatic,First,17.05,1995.0,190.0,5.0,4482920.0,Bmw,X1 M Sport Sdrive 20D,9,0,3648.6666666666665,0.09523809523809523
Kisumu,2006,27076,Petrol,Manual,First,13.8,1299.0,70.0,5.0,236800.0,Ford,Ikon 1.3 Flair,20,0,1353.8,0.05388760585065435
Mombasa,2017,75445,Diesel,Manual,First,22.7,1498.0,89.84,5.0,1115920.0,Ford,Ecosport 1.5 Dv5 Mt Titanium Optional,9,0,8382.777777777777,0.05997329773030708
Mombasa,2015,46601,Petrol,Manual,First,20.73,1373.0,91.1,5.0,1012320.0,Maruti,Ciaz Vxi Plus,11,0,4236.454545454545,0.0663510560815732
Kisumu,2012,72000,Diesel,Automatic,First,18.33,1968.0,167.7,5.0,888000.0,Volkswagen,Passat Diesel Highline 2.0 Tdi,14,0,5142.857142857143,0.08521341463414633
Eldoret,2017,27000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,1184000.0,Honda,Jazz 1.5 Vx I Dtec,9,0,3000.0,0.06582109479305741
Naivasha,2016,68193,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,3661520.0,Audi,A4 35 Tdi Premium,10,1,6819.3,0.08858231707317074
Mombasa,2017,34429,Diesel,Manual,First,24.0,1120.0,70.0,5.0,814000.0,Hyundai,Grand I10 Crdi Sportz Celebration Edition,9,0,3825.4444444444443,0.0625
Nairobi,2013,46000,Diesel,Automatic,First,12.0,2987.0,224.0,7.0,5328000.0,Mercedes-Benz,Gl-Class 2007 2012 350 Cdi Luxury,13,1,3538.4615384615386,0.07499163039839303
Naivasha,2013,80544,Diesel,Manual,First,12.99,2494.0,100.6,7.0,1744920.0,Toyota,Innova 2.5 G (Diesel) 7 Seater,13,0,6195.692307692308,0.04033680834001604
Nyeri,2011,42000,Petrol,Manual,Second,16.95,1498.0,97.7,5.0,444000.0,Nissan,Sunny 2011-2014 Xl,15,0,2800.0,0.06522029372496663
Nakuru,2011,94821,Diesel,Automatic,Second,20.0,1968.0,138.1,5.0,999000.0,Skoda,Laura Ambiente 2.0 Tdi Cr At,15,0,6321.4,0.07017276422764228
Nyeri,2006,100000,Petrol,Manual,First,14.49,1399.0,92.7,5.0,207200.0,Chevrolet,Aveo 1.4 Ls,20,0,5000.0,0.06626161543959971
Nairobi,2014,57000,Diesel,Manual,First,24.2,1498.0,98.6,7.0,851000.0,Honda,Mobilio V I Dtec,12,0,4750.0,0.06582109479305741
Kisumu,2010,79894,Diesel,Manual,First,21.1,1248.0,73.9,5.0,503200.0,Maruti,Ritz Vdi,16,0,4993.375,0.059214743589743594
Naivasha,2011,44748,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,723719.9999999999,Volkswagen,Polo Petrol Highline 1.2L,15,0,2983.2,0.06168614357262104
Nairobi,2013,31000,Petrol,Manual,First,13.24,1598.0,102.5,5.0,732600.0,Nissan,Terrano Xl,13,0,2384.6153846153848,0.06414267834793493
Naivasha,2013,60587,Petrol,Automatic,Second,16.98,998.0,66.1,5.0,516520.0,Maruti,A-Star At Vxi Aktiv,13,0,4660.538461538462,0.06623246492985971
Eldoret,2011,32000,Diesel,Manual,First,23.59,1364.0,97.7,5.0,569800.0,Toyota,Etios Liva Gd,15,0,2133.3333333333335,0.07162756598240469
Eldoret,2014,43772,Petrol,Manual,First,17.0,1497.0,118.0,5.0,939800.0,Honda,City 1.5 S Mt,12,0,3647.6666666666665,0.0788243152972612
Naivasha,2017,23576,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,1047840.0,Hyundai,Grand I10 At Asta,9,0,2619.5555555555557,0.06850459482038429
Kisumu,2017,4000,Diesel,Automatic,First,13.6,1999.0,177.0,5.0,5624000.0,Jaguar,Xe 2.0L Diesel Prestige,9,1,444.44444444444446,0.08854427213606804
Kisumu,2012,62000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,925000.0,Mahindra,Scorpio Vlx,14,0,4428.571428571428,0.05507113354749885
Nairobi,2011,36000,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,1502200.0,Mercedes-Benz,New C-Class C 200 Kompressor Elegance At,15,1,2400.0,0.10356347438752785
Nairobi,2014,80000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,1591000.0,Skoda,Superb Elegance 1.8 Tsi At,12,0,6666.666666666667,0.08773637374860957
Eldoret,2012,137008,Diesel,Automatic,First,18.1,1991.0,147.9,4.0,688200.0000000001,Chevrolet,Cruze Ltz At,14,0,9786.285714285714,0.07428427925665496
Nairobi,2010,61001,Diesel,Manual,First,12.05,2179.0,120.0,8.0,703000.0,Mahindra,Scorpio Vlx,16,0,3812.5625,0.05507113354749885
Naivasha,2015,52191,Petrol,Manual,First,17.1,1591.0,121.3,5.0,1151440.0,Hyundai,Verna 1.6 Sx Vtvt (O),11,0,4744.636363636364,0.07624135763670647
Kisumu,2016,77076,Diesel,Manual,First,23.0,1396.0,90.0,5.0,999000.0,Hyundai,I20 1.4 Asta Crdi With Avn,10,0,7707.6,0.06446991404011461
Kisumu,2008,56000,Petrol,Automatic,First,16.4,1497.0,78.0,5.0,442520.0,Honda,City Zx Cvt,18,0,3111.1111111111113,0.052104208416833664
Kisumu,2013,21000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,347800.0,Hyundai,I10 Magna,13,0,1615.3846153846155,0.06591478696741855
Nairobi,2013,89429,Diesel,Manual,First,25.8,1498.0,98.6,5.0,540200.0,Honda,Amaze S I-Dtech,13,0,6879.153846153846,0.06582109479305741
Nairobi,2012,45631,Petrol,Manual,Second,22.5,998.0,67.04,5.0,405520.0,Maruti,Wagon R Lxi,14,0,3259.3571428571427,0.06717434869739479
Nyeri,2013,53959,Petrol,Manual,First,19.4,1198.0,86.8,5.0,518000.0,Honda,Brio S Mt,13,0,4150.692307692308,0.07245409015025041
Mombasa,2014,55804,Petrol,Manual,First,17.0,1197.0,80.0,5.0,704480.0,Hyundai,I20 1.2 Sportz Option,12,0,4650.333333333333,0.06683375104427736
Mombasa,2016,25899,Petrol,Manual,First,15.04,1598.0,103.2,5.0,917600.0,Volkswagen,Vento 2013-2015 1.6 Comfortline,10,0,2589.9,0.06458072590738423
Eldoret,2008,82000,Diesel,Manual,Second,18.7,1896.0,66.0,5.0,347800.0,Skoda,Octavia Rider 1.9 Tdi Mt,18,0,4555.555555555556,0.03481012658227848
Nairobi,2014,52000,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,3626000.0,Mercedes-Benz,E-Class 2015-2017 E250 Cdi Avantgarde,12,1,4333.333333333333,0.09519365375641624
Eldoret,2013,20000,Petrol,Manual,First,13.24,1598.0,102.57,5.0,888000.0,Renault,Duster Petrol Rxl,13,0,1538.4615384615386,0.06418648310387985
Kisumu,2017,31829,Petrol,Manual,First,21.1,814.0,55.2,5.0,540200.0,Hyundai,Eon Sportz,9,0,3536.5555555555557,0.06781326781326781
Naivasha,2016,18094,Petrol,Manual,Second,18.6,1197.0,85.8,5.0,926480.0,Maruti,Swift Vxi,10,0,1809.4,0.07167919799498747
Nyeri,2011,80000,Diesel,Manual,Second,19.5,1461.0,97.7,5.0,310800.0,Nissan,Micra Diesel,15,0,5333.333333333333,0.06687200547570157
Nairobi,2015,11964,Diesel,Automatic,First,13.22,2967.0,241.4,5.0,4876600.000000001,Audi,Q5 3.0 Tdi Quattro Technology,11,1,1087.6363636363637,0.08136164475901585
Naivasha,2018,22684,Petrol,Manual,First,18.6,1197.0,81.83,5.0,1154400.0,Hyundai,I20 1.2 Spotz,8,0,2835.5,0.06836257309941521
Nakuru,2014,43521,Petrol,Manual,First,19.4,1198.0,86.8,5.0,629000.0,Honda,Brio S Mt,12,0,3626.75,0.07245409015025041
Mombasa,2014,49386,Petrol,Manual,First,17.5,1298.0,85.8,5.0,719280.0000000001,Maruti,Swift Dzire Zxi,12,0,4115.5,0.06610169491525424
Nairobi,2017,12248,Petrol,Manual,First,18.9,1197.0,81.86,5.0,725200.0000000001,Hyundai,Grand I10 1.2 Kappa Magna,9,0,1360.888888888889,0.0683876357560568
Naivasha,2014,67771,Diesel,Manual,First,11.68,2498.0,112.0,8.0,1044880.0,Mahindra,Xylo E8 Abs Bs Iv,12,0,5647.583333333333,0.04483586869495596
Nairobi,2015,60007,Petrol,Automatic,First,17.21,1798.0,189.0,4.0,666000.0,Volkswagen,Polo Gti,11,0,5455.181818181818,0.10511679644048944
Naivasha,2011,48624,Petrol,Manual,First,24.07,998.0,67.1,5.0,476560.0,Maruti,Alto K10 Vxi,15,0,3241.6,0.06723446893787574
Kisumu,2014,30000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,481000.0,Volkswagen,Polo Diesel Comfortline 1.2L,12,0,2500.0,0.06163469557964971
Nairobi,2016,81605,Petrol,Manual,First,18.9,1197.0,82.0,5.0,670440.0,Hyundai,Grand I10 Sportz,10,0,8160.5,0.06850459482038429
Naivasha,2017,32642,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,5147440.0,Mercedes-Benz,New C-Class C 220 Cdi Elegance At,9,1,3626.8888888888887,0.07932804479701354
Eldoret,2014,34200,Petrol,Automatic,First,15.74,1591.0,121.3,5.0,962000.0,Hyundai,Verna 1.6 Sx Vtvt At,12,0,2850.0,0.07624135763670647
Mombasa,2010,72204,Petrol,Manual,First,15.7,1172.0,67.0,5.0,333000.0,Fiat,Punto Evo 1.2 Emotion,16,0,4512.75,0.05716723549488054
Eldoret,2011,156347,Diesel,Manual,Second,12.99,2494.0,100.0,8.0,1184000.0,Toyota,Innova 2.5 Vx (Diesel) 8 Seater Bs Iv,15,0,10423.133333333333,0.040096230954290296
Mombasa,2017,47357,Diesel,Automatic,First,18.49,1493.0,100.0,7.0,1238759.9999999998,Mahindra,Tuv 300 2015-2019 Mhawk100 T8 Amt,9,0,5261.888888888889,0.06697923643670463
Naivasha,2015,61738,Diesel,Manual,First,20.14,1498.0,88.8,5.0,797720.0,Volkswagen,Polo 1.5 Tdi Comfortline,11,0,5612.545454545455,0.05927903871829105
Mombasa,2018,32586,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,5520399.999999999,Bmw,5 Series 520D Luxury Line,8,0,4073.25,0.09523809523809523
Naivasha,2018,40129,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,10478400.0,Mercedes-Benz,Gle 350D,8,1,5016.125,0.08529963173752929
Nairobi,2012,51000,Diesel,Automatic,First,11.74,2987.0,254.8,5.0,3293000.0,Mercedes-Benz,M-Class Ml 350 Cdi,14,1,3642.8571428571427,0.08530297957817208
Mombasa,2018,10393,Petrol,Manual,First,18.9,1197.0,81.86,5.0,892440.0,Hyundai,Grand I10 1.2 Kappa Sportz,8,0,1299.125,0.0683876357560568
Nairobi,2011,46000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,725200.0000000001,Skoda,Superb Elegance 1.8 Tsi At,15,0,3066.6666666666665,0.08773637374860957
Mombasa,2013,21000,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,586080.0,Hyundai,I10 Sportz At,13,0,1615.3846153846155,0.06591478696741855
Kisumu,2011,113562,Diesel,Manual,First,23.0,1396.0,90.0,5.0,680799.9999999999,Hyundai,I20 1.4 Crdi Asta,15,0,7570.8,0.06446991404011461
Nairobi,2011,100010,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,814000.0,Mahindra,Scorpio Vlx,15,0,6667.333333333333,0.05507113354749885
Nairobi,2013,63107,Petrol,Manual,First,19.4,1198.0,86.8,5.0,481000.0,Honda,Brio V Mt,13,0,4854.384615384615,0.07245409015025041
Nyeri,2017,58500,Petrol,Manual,First,18.6,1197.0,81.83,5.0,925000.0,Hyundai,I20 1.2 Magna Executive,9,0,6500.0,0.06836257309941521
Eldoret,2007,90000,Diesel,Manual,Fourth & Above,10.9,2499.0,143.0,7.0,444000.0,Ford,Endeavour 4X2 Xlt Limited Edition,19,0,4736.8421052631575,0.05722288915566227
Mombasa,2011,108242,Diesel,Manual,First,16.8,1493.0,110.0,5.0,629000.0,Hyundai,Verna Crdi Sx,15,0,7216.133333333333,0.07367716008037509
Eldoret,2011,146300,Diesel,Manual,First,11.5,2982.0,171.0,7.0,1813000.0,Toyota,Fortuner 3.0 Diesel,15,0,9753.333333333334,0.05734406438631791
Eldoret,2011,62943,Diesel,Automatic,Second,17.05,1995.0,184.0,5.0,1620600.0,Bmw,X1 Sdrive20D,15,0,4196.2,0.09223057644110276
Nairobi,2013,65000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,2442000.0,Toyota,Fortuner 4X2 At,13,0,5000.0,0.05650570087189805
Eldoret,2018,1700,Petrol,Automatic,First,19.0,1199.0,88.76,5.0,1154400.0,Honda,Amaze V Cvt Petrol,8,0,212.5,0.07402835696413679
Mombasa,2013,34697,Petrol,Manual,First,19.81,1086.0,68.05,5.0,547600.0,Hyundai,I10 Era 1.1,13,0,2669.0,0.06266114180478821
Kisumu,2012,58000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,592000.0,Hyundai,I20 1.2 Sportz,14,0,4142.857142857143,0.06683375104427736
Nairobi,2015,32500,Diesel,Automatic,First,19.59,1995.0,187.74,5.0,3959000.0,Bmw,3 Series 320D Gt Luxury Line,11,0,2954.5454545454545,0.09410526315789475
Naivasha,2016,58661,Diesel,Automatic,First,15.17,1968.0,181.0,5.0,4148440.0,Audi,Q3 35 Tdi Quattro Premium Plus,10,1,5866.1,0.09197154471544715
Mombasa,2017,37124,Petrol,Manual,First,20.4,1197.0,81.8,5.0,805120.0,Maruti,Swift Vxi Optional,9,0,4124.888888888889,0.0683375104427736
Nairobi,2017,44000,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,917600.0,Maruti,Baleno Delta Automatic,9,0,4888.888888888889,0.06942355889724311
Kisumu,2005,45200,Petrol,Manual,First,13.2,1495.0,94.0,5.0,133200.0,Hyundai,Accent Gle,21,0,2152.3809523809523,0.06287625418060201
Nairobi,2016,11000,Petrol,Manual,First,18.5,1197.0,85.8,5.0,584600.0,Maruti,Ritz Lxi,10,0,1100.0,0.07167919799498747
Eldoret,2011,65000,Petrol,Manual,Second,26.0,624.0,35.0,4.0,65120.0,Tata,Nano Lx,15,0,4333.333333333333,0.05608974358974359
Thika,2012,55005,Diesel,Manual,First,20.0,1399.0,68.0,5.0,407000.0,Ford,Figo Diesel Exi,14,0,3928.9285714285716,0.04860614724803431
Kisumu,2011,81650,Diesel,Automatic,First,18.33,1968.0,167.7,5.0,1110000.0,Volkswagen,Passat Diesel Highline 2.0 Tdi,15,0,5443.333333333333,0.08521341463414633
Mombasa,2010,160000,Diesel,Manual,Second,19.0,1248.0,93.0,5.0,370000.0,Fiat,Linea Emotion Pack (Diesel),16,0,10000.0,0.07451923076923077
Kisumu,2015,169000,Diesel,Manual,First,14.95,2489.0,93.7,7.0,740000.0,Mahindra,Xylo D4,11,0,15363.636363636364,0.037645640819606266
Kisumu,2013,67263,Petrol,Manual,First,18.9,998.0,67.1,5.0,532800.0,Maruti,Wagon R Vxi,13,0,5174.076923076923,0.06723446893787574
Mombasa,2012,44223,Petrol,Manual,First,17.6,1496.0,88.7,5.0,590520.0,Toyota,Etios G Safety,14,0,3158.785714285714,0.059291443850267384
Naivasha,2015,36840,Petrol,Manual,First,18.9,1197.0,82.0,5.0,834720.0,Hyundai,Grand I10 Sportz,11,0,3349.090909090909,0.06850459482038429
Eldoret,2014,160000,Diesel,Manual,First,12.99,2494.0,100.0,8.0,1776000.0,Toyota,Innova 2.5 Vx (Diesel) 8 Seater Bs Iv,12,0,13333.333333333334,0.040096230954290296
Kisumu,2008,133000,Diesel,Manual,First,16.8,1405.0,62.0,5.0,103600.0,Tata,Indica V2 Dls Tc,18,0,7388.888888888889,0.04412811387900356
Nairobi,2015,69123,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,2812000.0,Bmw,3 Series 320D Sport Line,11,0,6283.909090909091,0.09223057644110276
Nairobi,2017,38000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,4511040.0,Ford,Endeavour 3.2 Titanium At 4X4,9,0,4222.222222222223,0.06160100062539087
Nairobi,2017,5500,Petrol,Manual,First,21.56,1462.0,103.25,5.0,1213599.9999999998,Maruti,Ciaz Zeta,9,0,611.1111111111111,0.07062243502051983
Kisumu,2015,1001,Diesel,Manual,First,25.83,1498.0,99.0,5.0,1117400.0,Ford,Figo 1.5D Titanium Plus Mt,11,0,91.0,0.06608811748998665
Eldoret,2007,59000,Petrol,Manual,Third,15.26,1150.0,74.9,5.0,146520.0,Chevrolet,Aveo U-Va 1.2 Ls,19,0,3105.2631578947367,0.0651304347826087
Nairobi,2011,78256,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,614200.0000000001,Honda,City 1.5 V At,15,0,5217.066666666667,0.0788243152972612
Mombasa,2016,90000,Petrol,Manual,First,16.95,1498.0,97.6,5.0,917600.0,Nissan,Sunny Xl,10,0,9000.0,0.0651535380507343
Kisumu,2016,18000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,651200.0000000001,Maruti,Swift Dzire Vxi,10,0,1800.0,0.07167919799498747
Kisumu,2012,60000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,310800.0,Ford,Figo Diesel Titanium,14,0,4285.714285714285,0.04860614724803431
Nyeri,2011,130000,Diesel,Manual,First,20.3,1248.0,75.0,5.0,325600.00000000006,Fiat,Grande Punto 1.3 Emotion (Diesel),15,0,8666.666666666666,0.06009615384615385
Naivasha,2018,32851,Petrol,Manual,First,18.6,1197.0,81.86,5.0,1234320.0,Hyundai,Elite I20 Petrol Asta,8,0,4106.375,0.0683876357560568
Kisumu,2014,32000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,643799.9999999999,Maruti,Swift Dzire Vdi,12,0,2666.6666666666665,0.05929487179487179
Kisumu,2014,62700,Diesel,Manual,First,22.7,1498.0,89.84,5.0,1006400.0,Ford,Ecosport 1.5 Dv5 Mt Titanium,12,0,5225.0,0.05997329773030708
Nyeri,2010,71000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,488400.0,Maruti,Swift Dzire Vdi,16,0,4437.5,0.059214743589743594
Mombasa,2016,19947,Petrol,Manual,First,18.9,1197.0,82.0,5.0,745920.0,Hyundai,Grand I10 Sportz,10,0,1994.7,0.06850459482038429
Kisumu,2012,91000,Diesel,Automatic,First,11.4,2953.0,153.86,7.0,1361599.9999999998,Ford,Endeavour 3.0L 4X4 At,14,0,6500.0,0.05210294615645107
Kisumu,2014,74000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,843600.0,Volkswagen,Polo Diesel Highline 1.2L,12,0,6166.666666666667,0.06163469557964971
Mombasa,2018,55594,Diesel,Manual,First,18.49,1493.0,100.0,7.0,1255040.0,Mahindra,Tuv 300 2015-2019 Mhawk100 T8,8,0,6949.25,0.06697923643670463
Kisumu,2013,58000,Diesel,Automatic,First,11.2,2993.0,306.0,4.0,7104000.0,Bmw,X6 Xdrive 40D,13,0,4461.538461538462,0.10223855663214167
Kisumu,2012,110224,Diesel,Manual,First,19.01,1461.0,108.45,5.0,902800.0,Renault,Duster 110Ps Diesel Rxz,14,0,7873.142857142857,0.0742299794661191
Thika,2010,21002,Petrol,Manual,First,22.5,998.0,67.04,5.0,407000.0,Maruti,Wagon R Lxi,16,0,1312.625,0.06717434869739479
Eldoret,2017,121000,Diesel,Manual,First,24.52,1248.0,88.5,7.0,1184000.0,Maruti,Ertiga Shvs Vdi,9,0,13444.444444444445,0.07091346153846154
Nyeri,2010,73513,Petrol,Manual,First,19.7,796.0,46.3,5.0,273800.0,Maruti,Alto Lxi Bsiii,16,0,4594.5625,0.05816582914572864
Nyeri,2015,34000,Petrol,Automatic,First,20.51,998.0,67.0,5.0,569800.0,Maruti,Wagon R Amt Vxi Option,11,0,3090.909090909091,0.06713426853707415
Naivasha,2017,28371,Petrol,Manual,First,15.1,1196.0,73.0,7.0,701520.0,Maruti,Eeco 7 Seater Standard,9,0,3152.3333333333335,0.061036789297658864
Mombasa,2013,74755,Diesel,Manual,First,19.6,1461.0,108.45,5.0,833240.0,Renault,Duster 110Ps Diesel Rxl,13,0,5750.384615384615,0.0742299794661191
Mombasa,2011,25805,Petrol,Manual,First,18.2,1061.0,64.0,5.0,387760.0,Maruti,Zen Estilo 1.1 Lx Bsiii,15,0,1720.3333333333333,0.060320452403393024
Mombasa,2015,82603,Petrol,Manual,First,13.06,1598.0,102.53,5.0,725200.0000000001,Renault,Duster Petrol Rxl,11,0,7509.363636363636,0.06416145181476846
Mombasa,2006,110000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,392200.0,Honda,Civic 2006-2010 1.8 S Mt,20,0,5500.0,0.07226236798221233
Nairobi,2012,88000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,886520.0,Mahindra,Xuv500 W8 2Wd,14,0,6285.714285714285,0.06424965580541533
Mombasa,2011,110000,Diesel,Manual,Second,21.0,1461.0,64.1,5.0,355200.0,Mahindra,Verito 1.5 D6 Bsiv,15,0,7333.333333333333,0.04387405886379192
Nairobi,2017,15000,Petrol,Manual,First,21.7,999.0,67.0,5.0,629000.0,Renault,Kwid Climber 1.0 Mt,9,0,1666.6666666666667,0.06706706706706707
Nairobi,2013,70000,Diesel,Automatic,First,15.15,2967.0,240.0,5.0,5920000.0,Porsche,Cayenne Diesel,13,1,5384.615384615385,0.08088978766430738
